+0.045615	-0.290136	-0.573255	-1.157605	+0.193380	-0.297044	-0.099137	-0.109559	-0.421118	+1.508363	-1.095862	+0.959389	-0.749384	+0.784975	-0.629604	-0.235368	-0.091457	-0.048784	-0.811059	-0.404459	+0.577713	-1.808735	-2.508637	+0.665669	+0.633021	-0.396898	-0.296102	-0.791064	+1.800636	+0.156254	-0.151111	-0.905023	+0.064399	+1.587217	-3.447344	-0.739728	-0.188689

-0.053147	+1.102456	+0.595991	+0.772632	-0.112507	-0.084264	-0.106975	-0.444383	-0.005652	-1.457036	-0.139014	-0.287296	-0.387300	-1.027003	+0.333367	+0.358422	+0.190008	-0.107122	+0.906194	-0.593006	-2.294686	-0.147656	+1.963203	-2.303249	-0.946568	+0.489302	+1.166852	-0.720868	-2.493980	-0.192016	+0.117900	-0.134829	-0.036165	-0.799494	-3.569423	-1.799183	-0.475922

+0.240642	+0.287400	-0.021599	-0.386306	-0.076143	+0.123393	-0.048252	+0.010805	+0.388330	+1.688885	+0.993480	-0.839247	-0.154582	+0.019525	-0.468059	+0.320989	+0.024230	-0.022275	+0.490489	-0.195532	+0.189555	-1.282654	-0.418150	+0.543643	+0.660605	+0.239024	+0.606545	-0.547393	+0.843424	-0.006675	-0.024467	-0.011405	-0.041753	+3.866569	-2.882362	-2.754593	+0.040820

-0.431660	-0.035453	-0.446187	+0.227260	-0.406640	-0.010345	+0.642067	+0.263324	+0.295801	+0.109963	+0.005138	-0.050962	+0.054340	+0.736156	-1.344640	-0.739144	+0.131047	+0.030738	+0.475885	+0.612652	+0.569772	+0.379131	+0.302067	+4.887023	+0.791266	+3.107725	-1.062146	-1.858736	+2.951920	-0.517233	-0.108374	+0.348173	+0.133296	+1.402521	+1.971553	+0.389513	+0.620962

-0.134310	-0.512823	-0.347321	+0.559599	+0.837881	+0.092495	-0.545821	+0.073838	-0.233081	-2.242511	-0.489677	-0.909747	+0.301160	-1.190835	-0.089758	-0.806643	+0.134700	-0.092495	+1.522308	-0.028905	-0.283547	+0.099598	+2.470025	-2.960616	-0.687843	-0.218749	+0.263302	+0.498218	-2.899113	-0.011125	+0.133764	-0.005463	-0.237849	-0.158844	-0.755340	-0.492835	+0.097497

+0.397360	+0.872913	+0.658293	+0.334926	-0.229685	-0.297926	-0.414828	+0.867367	+1.370113	+2.272002	+2.235285	+1.077814	+1.871630	+1.323957	+0.922086	-0.476228	+0.117518	-1.034079	-0.707725	-0.182192	-0.333322	-1.179690	-1.202172	-0.787487	+1.109573	+2.582977	-0.545905	-1.461034	+3.540544	-0.004879	-0.621979	-0.455477	-0.310571	-2.050941	-1.177958	-0.264839	-0.167826

+0.239794	-0.267589	-1.089911	-1.277571	-0.788684	-0.951798	-1.008889	+0.684747	+0.677703	-0.407163	+0.892662	-1.355033	+0.889445	-0.319898	-0.604803	-0.289973	-0.051273	+1.068890	+2.058435	+0.394720	-1.147436	+2.134985	+2.309693	+1.768104	+0.982578	+1.700102	-3.044286	+0.715676	+5.798939	+0.240294	+0.086298	+0.438888	-0.637970	-1.275630	+0.846895	-0.773051	+0.526614

-1.010448	-0.781870	-0.232218	+0.251191	+0.455623	+1.578254	-0.470672	-0.523400	+0.683856	+1.288532	-0.492439	+2.533661	+0.281416	+0.811319	+1.186631	+1.090078	-0.126661	-0.623130	+1.199491	+0.193750	-1.240260	+1.432637	-0.380769	+0.178592	-0.624959	+1.477237	+0.490093	-0.655576	+1.511017	+0.329406	-0.577406	-0.179385	-0.324185	+2.030677	-2.420264	+0.587554	+0.390032

+0.382402	+0.138245	+0.007718	-0.650558	-0.256491	+0.182285	-0.271659	-0.088587	+0.322446	-1.166266	+0.530943	+1.234630	+0.037826	-0.048660	+0.790790	+0.532048	+0.031841	-0.108036	+0.760134	-0.168456	-0.222366	-0.128415	+1.516069	-0.552629	-0.282269	-0.422331	-0.524064	+1.693211	-2.030652	-0.003200	+0.053547	-0.025826	+0.009871	-4.332811	+0.281149	-0.023962	-0.386023

-0.135304	+0.556023	-0.016673	+0.458444	-0.963771	-1.341984	-1.579592	+0.358918	-0.940668	-0.654096	-2.529754	+0.836179	-1.723828	+0.079086	+0.144123	+0.253528	-0.047768	+0.037243	-1.295346	-0.209350	-1.647465	-0.774179	-2.852542	+0.059030	-0.470683	-0.206848	-0.284539	-1.782522	-2.327908	+0.029436	-0.275038	+0.002384	+0.156208	-3.181419	-0.095622	+0.417222	-0.074332
+0.758858	-0.967794	-0.201108	-1.038710	-0.043174	-0.367993	+0.319249	-0.165648	-0.517238	-1.368772	-0.491094	-0.406565	-0.627700	-0.896447	-0.668723	-0.215195	+0.171145	-0.063441	+0.522307	-0.715090	-0.064209	+1.765804	+0.933152	+0.400346	-0.237971	-0.077156	-0.665882	+2.277549	+1.559940	-0.089135	-0.041319	-0.087018	-0.118893	-3.044035	+1.732851	+1.816107	-0.598839

