+0.398327	-0.183161	-0.629894	+0.591272	+1.208303	-0.428828	+0.003792	+0.204467	-0.006826	+2.157991	-0.287758	+1.040566	-0.237159	+0.878279	+1.914841	+0.890674	-0.495472	-0.063783	-2.969231	-0.191454	+2.020272	-1.953815	-1.720208	+2.578226	+1.288748	-2.772014	-1.037071	+0.449234	+3.403116	+0.028676	-0.796084	-0.033435	-0.601155	-2.320558	+2.021020	-0.707048	+0.119198

+1.388198	-0.280578	+1.429491	-2.837742	+0.377345	+0.386915	-1.659382	+0.690606	+0.621245	+2.037105	+1.991336	+1.156945	+1.063991	+1.136295	+0.381971	+1.963819	-0.490414	+2.090942	+2.068624	+0.149604	+3.716740	+2.358742	-2.155182	+0.293854	+0.243344	+1.413924	-0.158160	+0.474709	+4.669694	+0.915554	+0.201037	+0.009960	-0.387500	+0.044455	+2.504830	+2.000551	-0.210850

-1.391255	+0.348290	-0.398250	+0.825241	+0.847623	+0.427598	+0.221940	+0.682544	-1.611616	-2.004455	-3.083600	+2.737244	-2.298090	-0.037750	-1.268103	+1.539709	+0.056036	+0.288786	-0.087807	-0.019052	-0.542694	+1.366513	-0.457611	+0.107129	-0.417444	-0.157689	-1.537509	+0.162394	-0.949653	+0.043494	+0.025745	-0.057973	+0.280301	-1.857592	+1.315102	+2.897151	-0.391742

-1.573141	-0.264541	+0.501738	-1.044315	-0.983937	-1.042953	+0.659813	-0.063651	-0.707413	+1.582752	-1.972674	+0.691355	-1.215847	+1.553583	+0.520443	+1.035641	-0.216535	-0.466766	-3.353037	+0.656961	-0.253764	-0.207698	-3.518443	+3.260186	+0.126870	-0.984227	+0.886543	-1.860614	+4.816339	-0.048002	-0.430936	-0.401015	+0.827429	-1.904499	+1.288076	-1.266999	+0.517509



-3.323560	-0.990050	-7.586522	+0.279894	+0.516502	-2.917856	+0.425525	+0.554104	+1.089707	+0.605616	+2.917852	-1.832123	+1.101506	+2.873622	-1.459132	-0.800817

-2.044708	+4.000461	+1.849886	-5.240742	+3.696866	+0.120900	-3.135158	+2.986878	+1.578912	-0.304030	-1.548896	-2.878016	-4.196818	-1.268711	-3.639215	-0.185850

+2.158405	+1.505573	-6.013097	+0.676266	+0.319261	+0.052648	-0.560460	-0.054849	+6.622418	+7.625040	+3.522631	-0.292582	-1.005329	+3.974979	+0.025560	-0.808916

+1.821813	-2.669410	+4.242373	+2.138218	-3.149632	+1.461838	+1.841186	-2.526878	-4.183527	-2.432341	-2.735661	+2.959341	+1.925862	-2.282647	+2.442751	+0.814267
