   +0.113353    -0.000027    +0.000000
   +0.113409    -0.000021    +0.000000
   +0.110356    -0.000029    +0.000000
   +0.118517    -0.000027    +0.000000
   +0.117311    -0.000027    +0.000000
   +0.098210    -0.000028    +0.000000
   +0.086951    -0.000023    +0.000000
   +0.079037    -0.000037    +0.000000
   +0.000107    -0.000050    +0.000000
   +0.000080    -0.000039    +0.000000
   +0.000070    -0.000033    +0.000000
   +0.000065    -0.000026    +0.000000
   +0.000118    -0.000044    +0.000000
   +0.000177    -0.000070    +0.000000
   +0.000117    -0.000048    +0.000000
   +0.000068    -0.000029    +0.000000
   +0.000073    -0.000026    +0.000000
   +0.104352    -0.000215    +0.000000
   +0.262289    -0.009510    +0.000000
   +3.662870    -0.519529    +0.000000
   +2.215541    -0.175167    +0.000000
   +1.039573    -0.015952    +0.000000
   +9.695342    -1.589689    +0.000000
  +17.906492    -3.519146    +0.000000
  +18.734263    -3.786565    +0.000000
  +10.063844    -2.295755    +0.000000
   +2.113443    -1.134023    +0.000000
   -2.918433    -0.005668    +0.000000
   -2.746784    -0.000894    +0.000000
   -1.973413    -0.000463    +0.000000
   -1.096864    -0.000179    +0.000000
   -0.400563    -0.000071    +0.000000
   -0.000015    -0.000022    +0.000000
   +0.266485    -0.000010    +0.000000
   +0.356377    -0.000011    +0.000000
   +0.361642    -0.000014    +0.000000
   +0.320826    -0.000028    +0.000000
   +0.276214    -0.000030    +0.000000
   +0.240483    -0.000026    +0.000000
   +0.229514    -0.000018    +0.000000
   +0.226697    -0.000009    +0.000000
   +0.229229    -0.000007    +0.000000
   +0.236407    -0.000008    +0.000000
   +0.247581    -0.000012    +0.000000
   +0.112783    -0.000024    +0.000000
   +0.112802    -0.000024    +0.000000
   +0.112824    -0.000024    +0.000000
   +0.112846    -0.000024    +0.000000
   +0.112868    -0.000024    +0.000000
   +0.112890    -0.000024    +0.000000
   +0.112912    -0.000024    +0.000000
   +0.112934    -0.000024    +0.000000
   +0.112956    -0.000024    +0.000000
   +0.112978    -0.000024    +0.000000
   +0.113002    -0.000024    +0.000000
   +0.113027    -0.000024    +0.000000
   +0.113050    -0.000024    +0.000000
   +0.113071    -0.000024    +0.000000
   +0.113090    -0.000025    +0.000000
   +0.113107    -0.000025    +0.000000
   +0.113122    -0.000025    +0.000000
   +0.113135    -0.000025    +0.000000
   +0.113143    -0.000025    +0.000000
   +0.113147    -0.000025    +0.000000
   +0.113149    -0.000025    +0.000000
   +0.113151    -0.000025    +0.000000
   +0.113156    -0.000026    +0.000000
   +0.113161    -0.000026    +0.000000
   +0.113167    -0.000026    +0.000000
   +0.113175    -0.000026    +0.000000
   +0.113184    -0.000026    +0.000000
   +0.113193    -0.000026    +0.000000
   +0.113202    -0.000026    +0.000000
   +0.113213    -0.000026    +0.000000
   +0.113225    -0.000026    +0.000000
   +0.113237    -0.000026    +0.000000
   +0.113250    -0.000026    +0.000000
   +0.113265    -0.000027    +0.000000
   +0.113282    -0.000027    +0.000000
   +0.113303    -0.000027    +0.000000
   +0.113327    -0.000027    +0.000000
   +0.113354    -0.000027    +0.000000
   +0.113382    -0.000027    +0.000000
   +0.113414    -0.000028    +0.000000
   +0.113446    -0.000028    +0.000000
   +0.113480    -0.000028    +0.000000
   +0.113513    -0.000028    +0.000000
